trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type
T00604,R0290,Zone_6,6.74,55.38,55.87,Credit Card,2023-06-02,1,Saanvi Kumar,34,Other,Chennai,2020-05-06,169,4,4.28,14627,0.54,37.6,Mixed
T00605,R0134,Zone_2,6.54,58.19,156.44,Wallet,2023-07-10,1,Aadhya Singh,34,Male,Jaipur,2022-07-30,410,29,4.59,6371,0.91,58.4,Residential
T00606,R0190,Zone_1,7.42,41.81,83.65,Wallet,2024-06-01,0,Saanvi Iyer,35,Other,Surat,2020-09-25,274,47,4.12,4921,2.43,30.9,Residential
T00607,R0232,Zone_7,7.49,65.67,161.66,UPI,2024-06-28,1,Meera Das,38,Male,Jaipur,2022-12-08,172,15,3.94,11070,0.64,45.2,Industrial
T00608,R0180,Zone_10,3.36,18.11,60.68,Cash,2023-09-26,1,Diya Kumar,33,Male,Hyderabad,2019-12-03,44,4,4.53,2440,1.54,35.4,Industrial
T00609,R0088,Zone_9,4.79,26.77,39.37,UPI,2024-02-17,0,Diya Iyer,22,Other,Jaipur,2019-07-07,438,0,4.78,11037,1.83,56.1,Mixed
T00610,R0157,Zone_6,9.5,80.41,84.66,Wallet,2023-09-18,1,Kavya Nair,36,Female,Hyderabad,2021-11-23,319,27,4.65,14627,0.54,37.6,Mixed
T00611,R0099,Zone_4,7.96,61.42,151.42,UPI,2024-01-28,1,Diya Gupta,35,Other,Mumbai,2021-08-21,80,8,3.7,4038,2.46,48.2,Business
T00612,R0247,Zone_8,4.0,39.7,87.48,Credit Card,2024-03-07,0,Aadhya Das,37,Male,Bengaluru,2021-05-11,249,47,4.92,4516,1.93,31.0,Business
T00613,R0148,Zone_3,4.68,38.57,101.07,Cash,2024-08-01,1,Aarav Kumar,44,Male,Ahmedabad,2019-09-30,412,34,3.36,12971,2.11,38.0,Business
T00614,R0252,Zone_5,6.22,32.14,82.7,UPI,2024-02-10,0,Reyansh Gupta,38,Other,Ahmedabad,2020-09-23,392,47,4.83,2590,1.31,43.9,Business
T00615,R0249,Zone_1,3.99,20.79,81.77,Wallet,2023-11-30,0,Diya Nair,20,Male,Mumbai,2023-03-24,396,48,4.49,4921,2.43,30.9,Residential
T00616,R0182,Zone_4,5.43,34.75,111.09,Credit Card,2024-01-15,1,Meera Patel,43,Male,Jaipur,2020-09-30,8,0,4.4,4038,2.46,48.2,Business
T00617,R0215,Zone_7,5.3,47.72,89.41,Cash,2024-05-26,1,Saanvi Gupta,26,Female,Hyderabad,2020-02-28,438,48,3.24,11070,0.64,45.2,Industrial
T00618,R0282,Zone_2,12.48,112.31,131.55,Wallet,2024-03-17,1,Reyansh Kumar,22,Other,Bengaluru,2022-05-02,319,3,4.47,6371,0.91,58.4,Residential
T00619,R0026,Zone_8,13.08,87.75,177.87,Credit Card,2024-07-08,1,Aarav Kumar,26,Female,Surat,2020-04-17,44,5,3.17,4516,1.93,31.0,Business
T00620,R0120,Zone_9,12.67,91.94,164.83,Credit Card,2024-07-20,1,Ishaan Gupta,18,Other,Surat,2020-07-12,311,15,4.55,11037,1.83,56.1,Mixed
T00621,R0261,Zone_4,10.13,63.13,190.94,Credit Card,2023-12-11,0,Aarav Kumar,31,Male,Pune,2022-08-26,477,83,4.24,4038,2.46,48.2,Business
T00622,R0117,Zone_3,4.46,30.63,101.5,Cash,2023-07-24,1,Aadhya Gupta,21,Female,Ahmedabad,2021-06-12,369,37,3.16,12971,2.11,38.0,Business
T00623,R0236,Zone_3,12.8,93.31,160.15,Wallet,2023-06-23,0,Arjun Gupta,28,Male,Ahmedabad,2020-08-10,61,1,3.36,12971,2.11,38.0,Business
T00624,R0199,Zone_7,6.43,46.45,157.91,UPI,2023-01-31,0,Aarav Das,29,Male,Ahmedabad,2021-08-03,344,27,3.91,11070,0.64,45.2,Industrial
T00625,R0099,Zone_2,8.12,45.04,125.93,Cash,2023-06-06,1,Diya Gupta,35,Other,Mumbai,2021-08-21,80,8,3.7,6371,0.91,58.4,Residential
T00626,R0254,Zone_6,14.69,127.86,246.29,Wallet,2024-04-17,1,Meera Kumar,18,Male,Delhi,2020-03-09,363,70,3.68,14627,0.54,37.6,Mixed
T00627,R0215,Zone_1,8.42,65.2,194.46,Wallet,2023-06-11,0,Saanvi Gupta,26,Female,Hyderabad,2020-02-28,438,48,3.24,4921,2.43,30.9,Residential
T00628,R0011,Zone_9,9.24,53.33,173.78,Wallet,2023-01-17,0,Vivaan Nair,26,Male,Chennai,2020-04-14,208,34,4.0,11037,1.83,56.1,Mixed
T00629,R0202,Zone_2,0.9400000000000001,9.32,8.98,Credit Card,2023-07-30,1,Aadhya Reddy,27,Male,Ahmedabad,2021-10-28,317,0,4.72,6371,0.91,58.4,Residential
T00630,R0014,Zone_9,10.44,104.32,248.28,Wallet,2024-04-02,0,Aarav Das,26,Female,Ahmedabad,2021-06-08,325,53,3.0,11037,1.83,56.1,Mixed
T00631,R0223,Zone_1,3.1,23.61,60.84,UPI,2023-01-12,1,Meera Ghosh,30,Female,Surat,2019-11-29,158,10,4.04,4921,2.43,30.9,Residential
T00632,R0296,Zone_1,13.06,98.26,211.91,Cash,2024-08-04,0,Reyansh Patel,37,Other,Hyderabad,2021-02-20,390,58,3.97,4921,2.43,30.9,Residential
T00633,R0073,Zone_5,7.08,40.86,147.7,Wallet,2023-10-16,1,Meera Das,41,Other,Ahmedabad,2021-06-19,490,30,3.01,2590,1.31,43.9,Business
T00634,R0154,Zone_2,3.18,26.38,41.28,Credit Card,2024-03-16,1,Kavya Patel,18,Other,Kolkata,2019-03-25,466,79,4.68,6371,0.91,58.4,Residential
T00635,R0275,Zone_10,6.21,54.65,58.18,Credit Card,2024-07-02,1,Ishaan Das,21,Other,Jaipur,2022-10-04,247,17,3.07,2440,1.54,35.4,Industrial
T00636,R0156,Zone_10,6.86,62.33,169.38,Wallet,2023-02-15,0,Ishaan Iyer,33,Female,Jaipur,2022-07-07,255,18,4.28,2440,1.54,35.4,Industrial
T00637,R0097,Zone_9,10.43,91.42,172.22,Cash,2023-06-23,0,Aarav Iyer,23,Other,Bengaluru,2021-01-25,478,5,3.28,11037,1.83,56.1,Mixed
T00638,R0074,Zone_10,11.35,102.24,272.71,Cash,2024-07-10,1,Vivaan Ghosh,23,Male,Kolkata,2023-09-11,199,22,4.89,2440,1.54,35.4,Industrial
T00639,R0291,Zone_2,6.36,52.12,77.79,Wallet,2023-09-19,0,Arjun Ghosh,23,Other,Pune,2021-04-19,499,94,3.46,6371,0.91,58.4,Residential
T00640,R0105,Zone_2,13.06,111.2,238.26,Cash,2023-12-14,1,Diya Das,31,Female,Jaipur,2020-09-28,346,9,3.69,6371,0.91,58.4,Residential
T00641,R0298,Zone_2,7.84,51.89,109.17,Cash,2024-08-07,0,Vivaan Singh,35,Female,Ahmedabad,2020-03-25,65,11,3.88,6371,0.91,58.4,Residential
T00642,R0064,Zone_6,4.43,26.39,92.16,Cash,2024-06-01,1,Ishaan Nair,21,Female,Bengaluru,2023-09-30,214,2,4.21,14627,0.54,37.6,Mixed
T00643,R0216,Zone_2,2.44,13.98,20.76,Cash,2023-01-13,1,Ishaan Ghosh,44,Female,Chennai,2019-08-01,335,24,3.4,6371,0.91,58.4,Residential
T00644,R0113,Zone_3,1.73,14.83,27.56,Cash,2023-01-07,0,Aadhya Singh,26,Other,Chennai,2019-03-09,423,26,4.61,12971,2.11,38.0,Business
T00645,R0115,Zone_1,12.8,66.54,204.15,Credit Card,2024-02-23,1,Aarav Ghosh,40,Female,Bengaluru,2020-03-01,170,15,4.4,4921,2.43,30.9,Residential
T00646,R0174,Zone_7,12.15,64.55,263.3,UPI,2024-02-10,0,Aadhya Patel,32,Male,Kolkata,2019-02-07,320,7,3.8,11070,0.64,45.2,Industrial
T00647,R0056,Zone_6,4.12,38.92,80.46,UPI,2024-02-10,1,Meera Patel,40,Other,Hyderabad,2021-02-26,93,13,3.25,14627,0.54,37.6,Mixed
T00648,R0110,Zone_8,13.89,96.27,200.61,Cash,2023-03-20,0,Vivaan Patel,19,Female,Kolkata,2023-02-04,224,28,4.43,4516,1.93,31.0,Business
T00649,R0278,Zone_10,8.51,72.63,199.06,Wallet,2024-07-30,1,Aarav Reddy,20,Female,Mumbai,2021-09-02,382,58,4.27,2440,1.54,35.4,Industrial
T00650,R0183,Zone_3,5.89,52.13,120.01,Cash,2023-02-09,0,Arjun Patel,43,Other,Jaipur,2022-08-27,406,66,3.79,12971,2.11,38.0,Business
T00651,R0253,Zone_9,4.54,40.37,36.81,Cash,2023-09-16,0,Ishaan Gupta,26,Male,Surat,2021-08-19,173,24,3.16,11037,1.83,56.1,Mixed
T00652,R0051,Zone_2,4.11,36.54,92.07,Cash,2024-03-14,0,Aarav Nair,21,Male,Kolkata,2020-04-05,213,14,4.02,6371,0.91,58.4,Residential
T00653,R0076,Zone_7,10.36,60.83,106.01,Wallet,2023-10-31,1,Reyansh Reddy,40,Male,Bengaluru,2022-01-02,137,13,3.34,11070,0.64,45.2,Industrial
T00654,R0091,Zone_6,11.25,78.11,193.37,Credit Card,2024-07-13,1,Meera Das,41,Other,Surat,2022-04-16,334,43,3.4,14627,0.54,37.6,Mixed
T00655,R0299,Zone_4,9.19,69.59,159.7,Wallet,2023-12-19,0,Ishaan Gupta,33,Other,Kolkata,2020-09-04,457,0,3.92,4038,2.46,48.2,Business
T00656,R0073,Zone_10,2.25,11.5,41.0,Credit Card,2023-02-08,0,Meera Das,41,Other,Ahmedabad,2021-06-19,490,30,3.01,2440,1.54,35.4,Industrial
T00657,R0101,Zone_6,9.48,67.16,153.7,Credit Card,2023-07-18,0,Aarav Singh,37,Female,Delhi,2020-11-01,228,29,3.03,14627,0.54,37.6,Mixed
T00658,R0034,Zone_4,10.83,85.4,175.44,UPI,2024-06-29,1,Arjun Iyer,26,Other,Chennai,2019-04-23,484,48,3.1,4038,2.46,48.2,Business
T00659,R0235,Zone_8,4.65,41.2,54.67,Cash,2023-03-24,1,Aarav Ghosh,34,Other,Delhi,2021-02-15,284,8,4.06,4516,1.93,31.0,Business
T00660,R0298,Zone_4,8.22,44.79,124.91,Credit Card,2023-05-08,1,Vivaan Singh,35,Female,Ahmedabad,2020-03-25,65,11,3.88,4038,2.46,48.2,Business
T00661,R0232,Zone_1,1.32,10.7,16.12,Cash,2024-05-24,0,Meera Das,38,Male,Jaipur,2022-12-08,172,15,3.94,4921,2.43,30.9,Residential
T00662,R0263,Zone_1,1.85,9.39,39.72,UPI,2023-11-22,1,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,4921,2.43,30.9,Residential
T00663,R0219,Zone_1,6.38,39.23,98.44,Wallet,2023-05-12,0,Vivaan Sharma,25,Female,Pune,2021-04-13,498,83,4.15,4921,2.43,30.9,Residential
T00664,R0164,Zone_1,6.45,40.09,156.9,Wallet,2024-05-09,0,Aadhya Ghosh,37,Other,Ahmedabad,2022-07-06,249,23,4.02,4921,2.43,30.9,Residential
T00665,R0068,Zone_6,9.76,72.89,188.8,Cash,2023-03-14,0,Meera Singh,30,Female,Ahmedabad,2022-08-31,456,70,4.97,14627,0.54,37.6,Mixed
T00666,R0078,Zone_6,2.07,20.62,19.63,UPI,2023-10-30,1,Saanvi Sharma,30,Other,Jaipur,2023-01-02,97,9,3.62,14627,0.54,37.6,Mixed
T00667,R0169,Zone_8,6.29,59.47,147.72,Cash,2024-03-28,0,Reyansh Kumar,32,Male,Delhi,2023-02-21,497,81,4.19,4516,1.93,31.0,Business
T00668,R0131,Zone_10,5.55,47.04,109.67,UPI,2023-04-12,1,Reyansh Ghosh,24,Male,Surat,2019-10-22,99,7,3.6,2440,1.54,35.4,Industrial
T00669,R0079,Zone_5,10.64,67.67,180.0,Credit Card,2024-06-22,1,Ishaan Nair,25,Male,Bengaluru,2020-09-23,146,28,4.92,2590,1.31,43.9,Business
T00670,R0225,Zone_2,15.11,116.09,132.56,Wallet,2024-03-19,0,Ishaan Sharma,39,Female,Delhi,2020-06-15,465,9,4.08,6371,0.91,58.4,Residential
T00671,R0083,Zone_5,16.6,148.36,220.66,Credit Card,2023-11-30,1,Kavya Patel,45,Female,Mumbai,2021-12-31,475,39,4.4,2590,1.31,43.9,Business
T00672,R0033,Zone_4,0.16,1.45,3.59,Wallet,2023-02-08,1,Diya Iyer,18,Female,Chennai,2019-05-22,472,37,3.24,4038,2.46,48.2,Business
T00673,R0226,Zone_7,7.76,47.47,102.43,Wallet,2023-11-25,1,Aarav Iyer,20,Other,Surat,2021-07-30,266,2,3.25,11070,0.64,45.2,Industrial
T00674,R0155,Zone_9,2.44,16.42,55.16,Credit Card,2023-03-24,0,Meera Reddy,23,Male,Hyderabad,2019-02-10,353,8,3.14,11037,1.83,56.1,Mixed
T00675,R0299,Zone_5,7.68,47.46,127.94,Credit Card,2023-09-01,0,Ishaan Gupta,33,Other,Kolkata,2020-09-04,457,0,3.92,2590,1.31,43.9,Business
T00676,R0222,Zone_5,10.11,73.39,124.06,Wallet,2024-04-22,1,Aarav Singh,27,Male,Surat,2022-08-28,475,12,3.44,2590,1.31,43.9,Business
T00677,R0237,Zone_5,8.41,50.53,176.08,Credit Card,2023-12-01,0,Aadhya Nair,40,Male,Chennai,2022-12-13,36,3,3.71,2590,1.31,43.9,Business
T00678,R0285,Zone_5,7.75,65.69,99.93,Credit Card,2023-02-19,0,Diya Iyer,29,Female,Chennai,2019-01-10,244,16,4.97,2590,1.31,43.9,Business
T00679,R0247,Zone_4,15.42,104.22,310.8,Wallet,2023-10-22,0,Aadhya Das,37,Male,Bengaluru,2021-05-11,249,47,4.92,4038,2.46,48.2,Business
T00680,R0093,Zone_5,11.6,84.1,156.54,Wallet,2024-05-14,0,Diya Patel,33,Other,Surat,2019-05-30,119,18,3.77,2590,1.31,43.9,Business
T00681,R0288,Zone_2,6.64,65.31,66.38,Wallet,2023-08-13,0,Diya Ghosh,42,Male,Ahmedabad,2021-08-30,43,5,4.56,6371,0.91,58.4,Residential
T00682,R0263,Zone_4,8.12,48.79,66.14,Credit Card,2024-07-02,1,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,4038,2.46,48.2,Business
T00683,R0143,Zone_3,12.35,76.72,167.95,Wallet,2024-02-16,1,Meera Kumar,42,Other,Kolkata,2023-03-28,74,13,4.56,12971,2.11,38.0,Business
T00684,R0129,Zone_8,11.05,109.43,172.84,Credit Card,2024-06-24,1,Vivaan Singh,35,Male,Hyderabad,2022-10-08,158,10,3.9,4516,1.93,31.0,Business
T00685,R0293,Zone_1,5.87,55.88,88.65,Cash,2024-08-11,1,Arjun Kumar,39,Female,Delhi,2019-10-01,248,44,3.2,4921,2.43,30.9,Residential
T00686,R0183,Zone_6,0.88,5.24,15.53,Cash,2023-01-26,0,Arjun Patel,43,Other,Jaipur,2022-08-27,406,66,3.79,14627,0.54,37.6,Mixed
T00687,R0011,Zone_10,2.08,18.39,45.79,Credit Card,2023-06-28,1,Vivaan Nair,26,Male,Chennai,2020-04-14,208,34,4.0,2440,1.54,35.4,Industrial
T00688,R0240,Zone_1,8.73,81.6,82.5,Cash,2023-12-16,0,Aarav Iyer,30,Male,Delhi,2020-05-18,174,2,4.07,4921,2.43,30.9,Residential
T00689,R0023,Zone_9,0.93,5.95,23.2,Wallet,2023-03-31,0,Meera Iyer,24,Other,Jaipur,2019-10-09,176,32,3.21,11037,1.83,56.1,Mixed
T00690,R0139,Zone_7,7.24,42.34,63.2,UPI,2024-04-12,0,Diya Gupta,44,Other,Kolkata,2023-10-09,155,7,4.39,11070,0.64,45.2,Industrial
T00691,R0233,Zone_9,5.73,45.95,133.37,Credit Card,2024-08-03,1,Ishaan Iyer,30,Other,Hyderabad,2023-11-23,469,41,4.37,11037,1.83,56.1,Mixed
T00692,R0100,Zone_8,13.0,103.45,297.72,Cash,2023-09-29,0,Ishaan Gupta,28,Male,Delhi,2021-05-24,383,60,3.79,4516,1.93,31.0,Business
T00693,R0007,Zone_8,1.4100000000000001,10.2,30.52,Cash,2024-05-08,0,Ishaan Ghosh,18,Female,Mumbai,2021-03-26,458,82,4.03,4516,1.93,31.0,Business
T00694,R0139,Zone_10,1.6600000000000001,12.39,22.71,Credit Card,2024-01-02,0,Diya Gupta,44,Other,Kolkata,2023-10-09,155,7,4.39,2440,1.54,35.4,Industrial
T00695,R0210,Zone_3,5.9,41.55,120.7,Cash,2023-07-07,1,Meera Iyer,34,Other,Mumbai,2022-01-02,94,5,3.4,12971,2.11,38.0,Business
T00696,R0212,Zone_5,11.17,61.83,259.1,UPI,2023-05-30,1,Aadhya Iyer,36,Female,Ahmedabad,2023-09-11,73,12,3.22,2590,1.31,43.9,Business
T00697,R0020,Zone_10,13.35,124.39,176.41,Cash,2023-06-27,1,Diya Das,35,Female,Chennai,2019-09-17,274,21,4.03,2440,1.54,35.4,Industrial
T00698,R0225,Zone_8,3.45,32.28,76.58,UPI,2023-08-29,1,Ishaan Sharma,39,Female,Delhi,2020-06-15,465,9,4.08,4516,1.93,31.0,Business
T00699,R0008,Zone_1,10.35,92.59,230.94,UPI,2023-10-31,1,Ishaan Ghosh,28,Female,Jaipur,2022-10-01,215,23,4.02,4921,2.43,30.9,Residential
T00700,R0057,Zone_5,2.44,14.61,25.52,UPI,2024-01-19,1,Aadhya Reddy,39,Male,Bengaluru,2023-06-04,407,11,3.66,2590,1.31,43.9,Business
T00701,R0185,Zone_3,4.26,26.43,98.86,Credit Card,2023-09-16,0,Vivaan Sharma,27,Male,Delhi,2021-08-27,201,12,4.05,12971,2.11,38.0,Business
T00702,R0166,Zone_9,10.84,82.23,127.69,Cash,2024-07-11,1,Reyansh Sharma,24,Other,Chennai,2021-03-16,349,63,4.29,11037,1.83,56.1,Mixed
T00703,R0169,Zone_6,11.59,84.56,254.99,Wallet,2023-04-12,1,Reyansh Kumar,32,Male,Delhi,2023-02-21,497,81,4.19,14627,0.54,37.6,Mixed
T00704,R0269,Zone_8,3.0,15.1,55.4,Wallet,2023-11-03,1,Aadhya Sharma,41,Male,Mumbai,2019-05-19,423,16,3.41,4516,1.93,31.0,Business
T00705,R0268,Zone_10,10.37,72.86,110.81,Cash,2023-07-31,0,Ishaan Kumar,34,Male,Chennai,2022-10-16,10,0,4.6,2440,1.54,35.4,Industrial
T00706,R0290,Zone_5,1.34,7.33,25.26,Cash,2023-09-16,1,Saanvi Kumar,34,Other,Chennai,2020-05-06,169,4,4.28,2590,1.31,43.9,Business
T00707,R0147,Zone_8,6.99,65.49,96.35,Credit Card,2023-11-13,1,Saanvi Nair,35,Other,Mumbai,2022-08-29,239,21,3.91,4516,1.93,31.0,Business
T00708,R0127,Zone_3,2.33,15.08,27.27,UPI,2023-02-27,0,Vivaan Kumar,38,Male,Chennai,2020-03-17,43,2,4.83,12971,2.11,38.0,Business
T00709,R0120,Zone_5,3.96,21.4,34.72,Wallet,2024-05-01,1,Ishaan Gupta,18,Other,Surat,2020-07-12,311,15,4.55,2590,1.31,43.9,Business
T00710,R0104,Zone_6,1.62,8.4,39.64,UPI,2024-02-14,1,Diya Gupta,52,Male,Kolkata,2021-05-27,328,1,3.7,14627,0.54,37.6,Mixed
T00711,R0138,Zone_10,10.77,59.63,129.77,UPI,2023-07-06,1,Ishaan Das,46,Male,Kolkata,2022-07-28,13,0,3.53,2440,1.54,35.4,Industrial
T00712,R0186,Zone_2,10.77,97.47,91.35,Wallet,2024-06-27,0,Ishaan Sharma,18,Other,Hyderabad,2020-12-11,373,19,3.26,6371,0.91,58.4,Residential
T00713,R0155,Zone_5,4.54,30.68,56.41,UPI,2023-04-13,0,Meera Reddy,23,Male,Hyderabad,2019-02-10,353,8,3.14,2590,1.31,43.9,Business
T00714,R0099,Zone_10,9.88,70.11,193.24,Cash,2023-01-25,1,Diya Gupta,35,Other,Mumbai,2021-08-21,80,8,3.7,2440,1.54,35.4,Industrial
T00715,R0085,Zone_4,9.31,81.46,121.48,Credit Card,2024-05-31,1,Aadhya Ghosh,29,Female,Chennai,2022-09-17,94,12,4.95,4038,2.46,48.2,Business
T00716,R0202,Zone_4,7.36,39.52,103.51,Wallet,2024-04-23,0,Aadhya Reddy,27,Male,Ahmedabad,2021-10-28,317,0,4.72,4038,2.46,48.2,Business
T00717,R0281,Zone_9,18.79,108.29,303.19,Wallet,2024-07-06,1,Arjun Iyer,21,Female,Jaipur,2020-10-15,268,17,4.74,11037,1.83,56.1,Mixed
T00718,R0019,Zone_5,3.8,22.43,34.99,Cash,2023-07-19,0,Kavya Patel,40,Other,Mumbai,2023-04-02,266,24,4.08,2590,1.31,43.9,Business
T00719,R0088,Zone_9,8.07,64.32,70.11,UPI,2023-03-30,1,Diya Iyer,22,Other,Jaipur,2019-07-07,438,0,4.78,11037,1.83,56.1,Mixed
T00720,R0142,Zone_8,6.09,35.44,97.92,UPI,2024-05-10,1,Meera Nair,33,Female,Kolkata,2021-03-04,78,5,3.48,4516,1.93,31.0,Business
T00721,R0236,Zone_8,6.14,39.16,117.18,Wallet,2024-02-14,0,Arjun Gupta,28,Male,Ahmedabad,2020-08-10,61,1,3.36,4516,1.93,31.0,Business
T00722,R0068,Zone_10,8.8,66.49,101.39,Wallet,2024-08-05,1,Meera Singh,30,Female,Ahmedabad,2022-08-31,456,70,4.97,2440,1.54,35.4,Industrial
T00723,R0030,Zone_1,6.53,57.16,158.88,Cash,2023-01-23,0,Saanvi Patel,25,Other,Mumbai,2021-01-08,442,58,3.72,4921,2.43,30.9,Residential
T00724,R0286,Zone_7,3.7,28.26,54.64,Wallet,2023-09-08,0,Ishaan Nair,26,Male,Pune,2023-02-15,29,0,4.48,11070,0.64,45.2,Industrial
T00725,R0042,Zone_8,8.62,52.02,140.1,Credit Card,2023-05-08,0,Arjun Reddy,18,Female,Chennai,2021-05-20,23,4,3.03,4516,1.93,31.0,Business
T00726,R0095,Zone_4,13.91,106.66,153.83,Wallet,2024-03-11,0,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,4038,2.46,48.2,Business
T00727,R0244,Zone_1,12.71,91.86,182.94,Cash,2024-04-12,1,Aadhya Iyer,24,Female,Kolkata,2019-04-22,27,1,3.13,4921,2.43,30.9,Residential
T00728,R0165,Zone_1,9.02,74.07,124.34,UPI,2023-04-25,1,Meera Reddy,37,Female,Kolkata,2021-12-09,34,5,3.27,4921,2.43,30.9,Residential
T00729,R0150,Zone_2,4.32,25.6,72.15,Credit Card,2024-06-18,1,Ishaan Gupta,33,Male,Pune,2022-02-27,215,16,4.95,6371,0.91,58.4,Residential
T00730,R0083,Zone_9,8.93,76.17,169.27,Cash,2023-05-02,1,Kavya Patel,45,Female,Mumbai,2021-12-31,475,39,4.4,11037,1.83,56.1,Mixed
T00731,R0235,Zone_1,13.42,107.43,312.14,Wallet,2023-12-01,0,Aarav Ghosh,34,Other,Delhi,2021-02-15,284,8,4.06,4921,2.43,30.9,Residential
T00732,R0144,Zone_4,13.96,82.36,302.82,Credit Card,2023-08-03,0,Ishaan Kumar,34,Other,Pune,2021-01-31,194,10,3.52,4038,2.46,48.2,Business
T00733,R0083,Zone_9,9.8,87.85,105.78,Wallet,2024-06-30,1,Kavya Patel,45,Female,Mumbai,2021-12-31,475,39,4.4,11037,1.83,56.1,Mixed
T00734,R0132,Zone_10,6.18,44.74,54.04,Cash,2023-05-15,1,Aadhya Iyer,23,Male,Surat,2022-12-09,484,25,3.32,2440,1.54,35.4,Industrial
T00735,R0046,Zone_5,6.99,49.05,168.24,Cash,2023-09-22,0,Vivaan Singh,31,Female,Kolkata,2019-08-16,31,4,3.87,2590,1.31,43.9,Business
T00736,R0267,Zone_1,11.86,63.25,193.92,Credit Card,2023-02-02,1,Arjun Iyer,37,Other,Jaipur,2021-01-01,131,11,4.5,4921,2.43,30.9,Residential
T00737,R0049,Zone_10,11.43,103.54,204.21,Wallet,2024-07-13,1,Meera Iyer,39,Male,Mumbai,2020-05-19,375,55,4.4,2440,1.54,35.4,Industrial
T00738,R0129,Zone_5,0.79,4.2,15.17,UPI,2024-03-20,1,Vivaan Singh,35,Male,Hyderabad,2022-10-08,158,10,3.9,2590,1.31,43.9,Business
T00739,R0202,Zone_2,11.29,57.39,225.53,Cash,2024-07-15,1,Aadhya Reddy,27,Male,Ahmedabad,2021-10-28,317,0,4.72,6371,0.91,58.4,Residential
T00740,R0137,Zone_4,11.56,113.08,192.67,Wallet,2024-01-24,1,Arjun Gupta,27,Male,Bengaluru,2021-08-10,166,32,3.14,4038,2.46,48.2,Business
T00741,R0074,Zone_1,3.56,26.1,56.39,Credit Card,2023-04-18,0,Vivaan Ghosh,23,Male,Kolkata,2023-09-11,199,22,4.89,4921,2.43,30.9,Residential
T00742,R0242,Zone_6,4.18,26.81,42.02,UPI,2024-02-03,1,Kavya Iyer,34,Male,Ahmedabad,2022-06-05,445,8,4.54,14627,0.54,37.6,Mixed
T00743,R0157,Zone_2,4.21,41.73,90.77,Cash,2024-04-09,1,Kavya Nair,36,Female,Hyderabad,2021-11-23,319,27,4.65,6371,0.91,58.4,Residential
T00744,R0229,Zone_8,4.6,43.9,90.14,Credit Card,2024-06-26,0,Reyansh Ghosh,22,Female,Mumbai,2020-11-23,146,16,4.43,4516,1.93,31.0,Business
T00745,R0060,Zone_1,0.92,7.67,21.17,Credit Card,2024-04-01,0,Aarav Nair,40,Female,Hyderabad,2023-08-01,123,7,4.57,4921,2.43,30.9,Residential
T00746,R0218,Zone_4,9.57,82.88,146.52,Credit Card,2023-10-24,1,Arjun Reddy,34,Other,Delhi,2019-01-11,160,16,3.87,4038,2.46,48.2,Business
T00747,R0286,Zone_6,4.07,31.13,74.18,Cash,2023-03-16,1,Ishaan Nair,26,Male,Pune,2023-02-15,29,0,4.48,14627,0.54,37.6,Mixed
T00748,R0020,Zone_9,7.65,74.95,122.69,Wallet,2023-01-03,1,Diya Das,35,Female,Chennai,2019-09-17,274,21,4.03,11037,1.83,56.1,Mixed
T00749,R0105,Zone_8,5.51,42.85,113.07,Cash,2024-03-17,0,Diya Das,31,Female,Jaipur,2020-09-28,346,9,3.69,4516,1.93,31.0,Business
T00750,R0063,Zone_1,9.28,47.06,182.89,UPI,2023-05-17,0,Diya Iyer,34,Male,Surat,2023-04-21,329,33,4.83,4921,2.43,30.9,Residential
T00751,R0095,Zone_9,2.95,15.71,41.79,Cash,2023-12-23,1,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,11037,1.83,56.1,Mixed
T00752,R0081,Zone_4,9.23,88.32,218.67,Credit Card,2024-07-07,0,Diya Reddy,42,Other,Mumbai,2022-01-31,114,2,3.9,4038,2.46,48.2,Business
T00753,R0013,Zone_6,9.95,66.91,136.07,UPI,2024-06-28,0,Ishaan Gupta,43,Female,Kolkata,2019-04-01,6,0,3.91,14627,0.54,37.6,Mixed
T00754,R0088,Zone_6,12.14,121.09,232.59,UPI,2024-07-02,1,Diya Iyer,22,Other,Jaipur,2019-07-07,438,0,4.78,14627,0.54,37.6,Mixed
T00755,R0029,Zone_8,17.84,165.01,404.34,Cash,2023-11-06,1,Kavya Iyer,30,Male,Surat,2022-07-24,4,0,3.69,4516,1.93,31.0,Business
T00756,R0264,Zone_10,2.46,24.21,25.57,Wallet,2024-02-10,1,Aadhya Das,27,Other,Delhi,2019-02-06,401,54,3.59,2440,1.54,35.4,Industrial
T00757,R0158,Zone_2,9.6,69.01,119.92,Cash,2023-10-03,0,Aarav Iyer,27,Male,Ahmedabad,2020-07-26,441,60,3.57,6371,0.91,58.4,Residential
T00758,R0029,Zone_9,4.45,40.55,97.15,UPI,2024-08-13,1,Kavya Iyer,30,Male,Surat,2022-07-24,4,0,3.69,11037,1.83,56.1,Mixed
